,Original Label,Original Attribution Score,Original Text,New Label,New Attribution Score,New text,Misclassified,similarity,bleu_score
10,LABEL_46,3.0609203396766214,international business machines corp unveiled several new partnerships as part of an allencompassing strategy unveiled at a session on electronic commerce but said it will make money from these ventures the old fashioned way  through hardware software and services,LABEL_41,2.462238352035301,external occupation political machine corp unveiled several new partnerships as part of an allencompassing strategy unveiled at a session on electronic commerce but said it will make money from these ventures the old fashioned way through hardware software and services,True,0.99195427,0.8960110606154549
11,LABEL_46,1.5617425481793763,america online inc said monday it was starting a major expansion of its online network and planned to spend 250 million through the end of its fiscal year in june to build capacity and improve service,LABEL_22,2.77829860490759,america on-line inc said monday it was starting a major expansion of its on-line network and planned to spend 250 million through the end of its fiscal year in june to build capacity and improve service,True,0.9756641,0.8740972275005224
12,LABEL_12,1.6041998767286771,canadian trade minister art eggleton faces pressure at a meeting of asiapacific officials that starts on thursday to ensure concrete steps are taken to achieve free and open trade analysts said,LABEL_12,1.4983136893823517,Canadian River trade rector art eggleton faces hale sensation level at a group meeting of asiapacific official that jump on thursday to secure concrete footstep are take to achieve free and open trade analysts said,False,0.9502404,0.3276908964608953
13,LABEL_32,1.6260393032893363,voters in chad who showed little apparent enthusiasm for sundays election to end their muchdelayed transition to democracy face a long wait before they know the shape of their new national assembly,LABEL_32,1.2386364050728282,voters in Republic of Chad who showed petty ostensible ebullience for sundays election to destruction their muchdelayed passage to majority rule look a hanker postponement before they screw the shape of their new national assembly,False,0.97804534,0.2952942245223543
14,LABEL_0,1.7107329376217977,the merger of bankers trust new york corp and alex brown inc sends a clear signal to congress that the nations banking laws enacted during the depression have fallen hopelessly behind market trends,LABEL_5,1.0187491854898902,the merger of bankers trust new york corp and alex dark-brown inc sends a clear signal to congress that the nations rely laws enacted during the depression have fallen hopelessly behind market trends,True,0.9971471,0.8349950232057651
15,LABEL_12,2.9780836683769425,canadas barrick gold corp on monday dropped out of the race to control the vast busang gold find in indonesia losing a long battle for the right to mine the deposit to usbased freeportmcmoran copper and gold inc,LABEL_12,1.6879315460302635,Canada barrick aureateen corp on monday cut down out of the race to ascendency the Brobdingnagian busang aureateen find in Republic of Indonesia misplace a hanker combat for the ripe to mine the sediment to usbased freeportmcmoran copper and aureateen inc,False,0.9611409,0.260544249797683
16,LABEL_12,0.9526991570631558,barrick gold corp said on wednesday it was now the worlds second largest gold producer supplanting gold fields of south africa ltd,LABEL_30,2.039970695351238,barrick golden corp said on wednesday it was now the worlds second largest golden producer supplanting golden fields of south africa ltd,True,0.9901477,0.6643548861507491
17,LABEL_1,2.529300250074143,the czech trade deficit for december widened beyond forecasts but analysts said the crown should hold steady on monday despite some nervous moments immediately after the figures were released,LABEL_1,0.8063886173038625,the czech sell deficit for december extend beyond foreshadow but analyst aforetell the crown should agree brace on monday contempt some skittish consequence immediately after the figures were released,False,0.963899,0.285023988072045
18,LABEL_7,2.9352104868837863,boosting the pressure on general motors corp for a new labor agreement the united auto workers union friday set a sunday night deadline for a strike against the worlds largest automaker,LABEL_48,2.999854253394892,boosting the pressure on oecumenical motors corp for a new labor agreement the unify motorcar workers union friday set a sunday night deadline for a strike against the worlds big motorcarmaker,True,0.9833449,0.7203362668653466
19,LABEL_4,4.000052045901272,media magnate rupert murdoch said on tuesday the first quarter performance of his global media group the news corp ltd had been below expectations but that he was still confident of a 20 percent profit rise in 199697,LABEL_4,3.779965108677296,mass medium king Prince Rupert Dame Jean Iris Murdoch aforesound out on Tuesday the inaugural fourth public presentation of his globular mass medium chemical mathematical radicaling the intelligenceworthiness program show corporation ltd had been below outlook but that he was silent convinced of a twenty per centum earnings jump in 199697,False,0.96379703,0.1195228609334393
20,LABEL_0,3.7570165467709145,legislation to dramatically relax us export restrictions on computer encoding technology moved ahead on wednesday as the house judiciary committee approved the measure,LABEL_40,1.7434125687817996,legislating to dramatically relax uranium export restrictions on electronic computing device encoding technology moved ahead on wednesday as the sign judicatory citizens commission approved the measure,True,0.9634497,0.4080262352876428
21,LABEL_9,1.3627913292227385,computer distribution powerhouse ingram micro inc is set to hold its widely anticipated initial public offering on wall street thursday despite some lastminute delays including management changes,LABEL_9,1.3503491652536082,computer distribution powerhouse ingram micro inc is rig to agree its wide promise initial public volunteer on paries street thursday contempt some lastminute stay including management changes,False,0.93755364,0.3303446603562511
22,LABEL_12,2.0652499152256767,the worlds gold producers will likely pay dearly for the steep fall in the bullion price and the deep uncertainty overhanging the gold market,LABEL_27,1.5545665212004995,the worlds golden producers will likely pay dearly for the steep fall in the bullion price and the deep uncertainty overhanging the golden market,True,0.99352205,0.8171297699114277
23,LABEL_37,1.2675249078273507,a hong kong human rights group reacted with scepticism on tuesday to chinas declaration that it would subscribe to a united nations human rights convention,LABEL_37,1.244806292127821,a hong kong human rights group reacted with skepticism on tuesday to chinas declaration that it would subscribe to a united nations human rights convention,False,0.9982295,0.8895260356363631
24,LABEL_39,2.9149996028890883,healthcare and oil companies are expected to be bigger players in 1997s corporate merger boom although most of the activity is likely to remain dominated by telecommunications utilities and insurance,LABEL_22,1.1476341704701394,healthcare and crude anele companies are expected to be bigger players in 1997s corporate merger boom although most of the activity is likely to remain dominated by telecommunications utilities and insurance,True,0.99541676,0.8881135755489994
25,LABEL_36,2.420577437475953,former archer daniels midland co executive mark whitacre who acted as an informant in an antitrust investigation filed suit on monday against the federal bureau of investigation agent who allegedly recruited him,LABEL_5,3.2403237456068834,former bowman Daniel interior co executive mark whitacre who acted as an informant in an antitrust investigation filed suit on monday against the federal bureau of investigation agent who allegedly recruited him,True,0.99394846,0.8763166199819785
26,LABEL_21,2.6093298385278154,british television and national newspaper group united news amp media plc said on friday its profit had risen 12 percent in an excellent first year following a merger which effectively doubled its size,LABEL_24,1.6991561121515246,british tv set receiver set and national newsworthiness program showpaper group united newsworthiness program show amp mass medium plc said on friday its profit had risen 12 percent in an excellent first year following a merger which effectively doubled its size,True,0.9861219,0.5889000884916548
27,LABEL_25,3.136729473520111,when apple computer inc fired cofounder steven jobs in 1985 apple employees did not know whether to cry or to rejoice,LABEL_9,3.36389764511074,when orchard Malus pumila tree computer inc fired cofounder steven jobs in 1985 orchard Malus pumila tree employees did not know whether to cry or to rejoice,True,0.9749517,0.5900972975316473
28,LABEL_25,2.5563518977511333,apple computer incs rehiring of company cofounder steve jobs and purchase of next software inc will give it a muchneeded operating system but analysts warned monday the deal might not be enough to boost the computer makers market share or bottom line,LABEL_9,1.7628587560401177,orchard apple tree electronic data processor Iraqi National Congress rehiring of company cofounder steve jobs and purchase of next software inc will give it a muchneeded operating system but analysts warned monday the deal might not be enough to boost the electronic data processor makers market share or bottom line,True,0.9848478,0.7250579284284568
29,LABEL_48,4.207036924620509,investigators fought frigid windblown snow on friday trying to recover the remains of 28 adults and one infant killed when a commuter plane crashed into a field and left a blackened crater,LABEL_6,0.6354425966056659,investigators fought polar windblown snow on friday trying to recover the remains of 28 adults and one infant killed when a commuter plane crashed into a field and left a blackened crater,True,0.9951007,0.9247332419808176
30,LABEL_37,2.067637329147136,shipping magnate tung cheehwa saw his fortunes almost dashed on the rocks in the 1980s when the family company met ill winds but his luck rebounded and now he could be hong kongs next leader,LABEL_37,1.7876732848536825,shipping king tung cheehwa look his fate near daunt on the rock candy in the eighty when the family companion touch complaint wrap but his fate rebounded and now he could be hong kongs next leader,False,0.9250658,0.3521267842691796
31,LABEL_47,1.966310065639292,brewer to leisure group whitbread plc has turned in a sound business performance in the last three months said chief executive peter jarvis in an interview on friday,LABEL_47,1.710537187384775,brewer to leisure time mathematical radicaling whitbread plc has release in a audio business public presentation in the endurely ternion month aforeaudio out master executive tool jarvis in an interview on friday,False,0.9494446,0.2534992580991635
32,LABEL_36,3.1958538170341244,mcdonalds corps plan to offer deep discounts on its fast food including 55cent sandwiches is a risky promotion that could hurt profits and sour relations with franchisees analysts said thursday,LABEL_36,1.728750985698047,mcdonalds corporation design to tender late discount on its dissolute intellectual nourishment admit 55cent sandwich is a hazardous forwarding that could injury profits and sour congress with franchisees analysts said thursday,False,0.9750377,0.2006483579794246
33,LABEL_22,4.298472594060401,clintrials research inc expects to continue to expand revenues 35 to 45 percent per year thanks to growing use by major pharmaceutical companies of outside research help and market share gains by the firm  the worlds fifthlargest contract research concern,LABEL_22,0.9826045238764052,clintrials search Iraqi National Congress ask to proceed to inflate revenue thirty-five to xlv per centum per class give thank to acquire economic consumption by John R. Major pharmaceutic companion of external search service and commercialise place part pull ahead by the firm the man fifthlargest contract search concern,False,0.9036423,0.0708319569460454
34,LABEL_1,3.584564197710668,the czech december trade deficit should rise to 16 billion crowns 575 million from 143 billion in the last month of 1995 ending the worst czech trading year on another sour note a reuters poll of economists showed on friday,LABEL_1,1.900582493420362,the Czech December trade deficit should jump to sixteen jillion tip 575 meg from 143 jillion in the last calendar month of 1995 stop the whip Czech trading class on some other morose line of hand a reuters canvas of economic expert depict on friday,False,0.96388006,3.529793569939793e-78
35,LABEL_32,1.9299179431205429,african coffee producers will meet before the end of february to discuss implementation of world export cuts set in brazil on january 23 ivory coasts commodities minister guyalain gauze told a news conference on thursday,LABEL_32,1.2570197916939565,African chocolate manufacturer will converge before the destruction of Feb to discus implementation of man-wide exportation cut down rig in Brasil on january xxiii pearl glide commodity rector guyalain gauze severalize a intelligenceworthiness program show conference on thursday,False,0.91550523,2.5487777120041835e-78
36,LABEL_26,1.545756814884412,this years rally at the toronto stock exchange canadas biggest equity market will stretch through 1997 and may last until the turn of the century analysts forecast,LABEL_26,0.9700343402419962,this day tantalize at the toronto line exchange Canada biggest equity securities industry place will diluteingabilityiness through 1997 and whitethorn endurely until the release of the century analysts forecast,False,0.96308136,0.2370526643522446
37,LABEL_26,1.6959213882614248,heavily weighted bank stocks pushed the toronto stock exchange to stronger territory at mondays close despite the fact that more issues fell than climbed,LABEL_26,1.6854515667432293,intemperately weighted cant building neckcloths pushed the toronto neckcloth substitute to unattackable dominion at Mon tightlipped scorn the fact that more release cut down than climbed,False,0.93270594,0.1566391541195429
38,LABEL_6,2.8752245540478008,david walsh the maverick canadian embroiled in the worlds biggest gold fiasco always dreamed of striking it rich,LABEL_12,2.404121995287719,david walsh the maverick Canadian River embroiled in the man freehanded gold fiasco always dreamed of striking it rich,True,0.98729503,0.5685488870277223
39,LABEL_40,3.212160809644424,regulators are considering extending consumer safeguards for 900number phone calls to other paypercall services that have zapped unwitting consumers with skyhigh phone bills for overseas calls,LABEL_40,1.785987767650449,governor are reckon pas consumer precaution for 900number phone claim to other paypercall service that have atomise unwitting consumers with skyhigh phone bills for overseas claim,False,0.9123127,0.3939266175743415
40,LABEL_44,3.117856266695793,scottish amicables plans to float on the stock market were under threat on friday after abbey national launched a surprise bid for the mutuallyowned life assurance company,LABEL_44,3.0323762041158027,Scots amicables design to air bladder on the neckcloth commercialise place were under menace on friday after abbey internal set in motion a storm play for the mutuallyowned life assurance company,False,0.93639475,0.2711160923635758
41,LABEL_23,1.2739886666217248,australian fast ferry and transport group holyman ltd plans to further expand operations in europe before moving into the asian market managing director christopher butcher said in an interview,LABEL_30,0.9403422522647452,australian fast ferry and transport group holyman ltd plans to further inflate operations in europe before moving into the asian market managing director christopher butcher said in an interview,True,0.99871624,0.9061874434879644
42,LABEL_38,1.6328905633252309,the european airbus consortium must resolve deep differences over the future shape of the aircraftmaker to meet the challenge posed by the merger of its us rivals industry executives said on monday,LABEL_38,0.5494138463460702,the european airbU.S. syndicate mU.S.t resolve deep differences over the time to come shape of the aircraftmaker to meet the challenge get by the uniting of its U.S. rivals indU.S.try executives said on monday,False,0.9284822,0.4237986574150216
43,LABEL_18,2.7693870328550605,volkswagen ags czech unit skoda automobilova as launched its first upmarket postcommunist model on sunday the octavia sedan with a street party in pragues old town square,LABEL_13,1.8613920882351007,volkswagen silver czech unit of measurement skoda automobilova as launched its first upmarket postcommunist model on sunday the octavia sedan with a street party in pragues old town square,True,0.99384415,0.8147311725872094
44,LABEL_13,1.99309868991478,the party of czech prime minister vaclav klaus pulled ahead in senate elections on saturday but with turnout at just 35 percent the real winner was apathy,LABEL_18,3.2845804820313766,the party of czech prime minister vaclav klaus rip onwards in US Senate elections on saturday but with turnout at just 35 percent the real winner was apathy,True,0.98927593,0.7586640003071782
45,LABEL_8,3.915766721564633,racal electronics plc the defence to communications group hit by a profit warning on monday which flagged poor interim results on tuesday has blamed last minute delays in foreign government defence orders hitting its revenue targets,LABEL_19,0.875286461234156,racal electronics plc the defense reaction to communicating chemical mathematical radicaling polish off by a profit admonish on monday which flagged wretched meanwhile results on tuesday has blamed last infinitesimal delays in foreign politics defense reaction rate polish offting its revenue targets,True,0.933846,0.3023195808463826
46,LABEL_10,0.7739100464497571,weak japanese regional banks face a scramble to clean up their bad loan problems before oversight standards are tightened next year but their room for manoeuvre may be limited by a sagging stock market,LABEL_10,0.7633636338373025,weak japanese regional banks face a scramble to clean up their big loan problem before oversight standards are tightened next twelvemonth but their room for tactical manoeuvre may be define by a sagging stock market,False,0.9929237,0.6248140881877586
47,LABEL_5,2.876041017384237,mcdonnell douglas corp stock tumbled monday after the defence department eliminated the company from the race to build a new generation fighter jet that eventually could be worth 200 billion or more,LABEL_39,1.5798792368749333,mcdonnell douglas corp stock tumbled monday after the defence department eliminated the company from the race to build a new generation battler jet that eventually could be worth 200 billion or more,True,0.99859786,0.9157103753711766
48,LABEL_25,2.377950716694208,apple computer inc said tuesday it will consolidate its independent marketing and development units into fewer groups to cut costs and to concentrate on selling computers in key markets,LABEL_9,0.997738969918437,orchard Malus pumila tree computer inc said tuesday it will consolidate its independent marketing and development units into fewer groups to cut costs and to concentrate on selling computers in key markets,True,0.97941166,0.8686624666729523
49,LABEL_30,2.26888158992346,australian financial services group colonial ltd made a strong debut on the australian share market on monday its share price soaring on listing,LABEL_23,2.3737194387483367,Aboriginal Australian financial services group colonial ltd made a strong debut on the Aboriginal Australian share market on monday its share price soaring on listing,True,0.99509835,0.760856626273165
50,LABEL_19,2.2370304466943587,shares in britains pharmaceutical industry were sharply higher across the board on thursday bouyed by sterlings weakness continued takeover speculation positive broker comment and upbeat news from medeva plc,LABEL_47,2.277815156041143,shares in United Kingdom pharmaceutic industry were sharply higher across the board on thursday bouyed by sterlings weakness continued takeover speculation positive broker comment and eudaimonia news from medeva plc,True,0.9936225,0.7563810838759576
51,LABEL_36,2.7185204188322287,conagra inc said tuesday its us beef business which saw a sharp decline in profits in the first half of fiscal 1997 is showing strong signs of recovery in the second half,LABEL_31,1.550624427386102,conagra Iraqi National Congress said tuesday its uranium gripe buraniuminess which saw a sharp decline in profits in the inaugural half of financial 1997 is showing strong signs of recovery in the second half,True,0.9224433,0.5845427355742879
52,LABEL_2,3.087833499387546,superwoman fund manager nicola horlick announced her resignation on thursday from deutsche morgan grenfell dmg leaving what she called a feeling of turmoil among fund managers at the germanowned bank,LABEL_2,1.925630793148176,superwoman fund coach nicola horlick foretell her surrender on thursday from deutsche Henry Morgan grenfell dmg leave behind what she anticipate a opinion of excitement among fund coachs at the germanowned bank,False,0.9422288,0.2151135465696318
53,LABEL_0,3.473939525207617,the us postal service announced wednesday a plan to boost online commerce by enhancing the security and reliability of electronic mail traveling on the internet,LABEL_40,1.5570932955244738,the us postal military armed Service announced wednesday a design to boost on-line Commerce by enhancing the security and reliability of electronic mail traveling on the net,True,0.9803449,0.5352064551327582
54,LABEL_24,2.3983345505295577,orange plc said on monday its customers will be able to use their mobile phones to chat transfer data and send faxes in germany france switzerland malaysia thailand and singapore by the end of 1997,LABEL_24,2.0026306554975326,orange plc said on monday its client will be capable-bodied to economic consumption their mobile phones to chat channelize datum point and sdestruction faxes in Federal Republic of Germany French Republic switzerland Malaysia Siam and Republic of Singapore by the destruction of 1997,False,0.9746114,0.2438060114400325
55,LABEL_30,1.6921510009962524,australian industrial conglomerate pacific dunlop ltd has dived into red ink in an effort to put two years of sobering financial woes behind it declaring on friday a fullyear loss of a132 million,LABEL_30,1.6164111287289815,Aboriginal Australian industrial conglomerate Pacific Ocean dunlop ltd has plunk into red ink in an exploit to assign II eld of sobering fiscal woefulness bum it announce on friday a fullyear loss of a132 million,False,0.9785319,0.3682139814518999
56,LABEL_20,3.7523458273121206,former colombian president virgilio barco vargas died on tuesday in a bogota clinic after a yearlong battle with stomach cancer and alzheimers disease hospital officials said he was 75,LABEL_20,3.1270868416245143,onetime colombian chairperson virgilio barco Getulio Dornelles Vargas kick the bucket on tuesday in a capital of Colombia clinic after a yearlong combat with tolerate Crab and Alzheimer's disease infirmary functionary said he was 75,False,0.96177816,0.2253375316053057
57,LABEL_32,1.5588757154165152,chad holds muchdelayed parliamentary elections on sunday with voters hoping that democratic reforms and oil development will bring a lasting end to sometimes bloody ethnic rivalry,LABEL_32,1.538375190121257,Chadic language holds muchdelayed parliamentary election on sunday with elector desire that Democratic reform and fossil crude inunct ontogenesis will take a live end to sometimes bloody ethnic rivalry,False,0.9469494,0.2596781831648504
58,LABEL_21,1.7410874091182116,merchant banking and madame tussauds could be deemed surplus to requirements as a new management team at britains pearson plc mould a media company for the next millennium analysts said on wednesday,LABEL_2,2.746336554044772,merchant banking and madame Tussaud could be deemed surplus to requirements as a new management squad at britains pearson plc mould a mass medium company for the next millennium analysts said on wednesday,True,0.9971591,0.7164977632833098
59,LABEL_45,1.5358123568481297,hong kongs government and business community on tuesday welcomed us president bill clintons decision to renew chinas trade privileges and said they hoped the us congress would not strike down the move,LABEL_37,1.439003590260693,hong kongs government and occupation community on tuesday welcomed us chairperson visor clintons decision to renew chinas trade privileges and said they hoped the us congress would not strike down the move,True,0.9899659,0.7962043815447009
60,LABEL_8,1.722553084175364,ford motor company ltd the us carmakers uk arm said on tuesday that the british sales outlook for 1997 looked pretty flat as customers suffered from a feelingnotsogood factor,LABEL_8,1.211132020422805,ford drive company ltd the uranium carmakers UK arm order on tuesday that the british sales lookout for 1997 looked pretty 2-dimensional as client get from a feelingnotsogood factor,False,0.9534282,0.3831514777195514
61,LABEL_44,2.704160861157304,british regulators on tuesday moved to speed up compensation payments to people who were vitims of pension misselling by banks and insurance companies in the late 1980s and early 1990s,LABEL_17,2.783908126824235,British multitude governor on tuesday moved to speed up compensation payments to multitude who were vitims of pension off misselling by bank building and insurance companies in the late 1980s and early 1990s,True,0.9633293,0.6297283298822326
62,LABEL_19,2.052602418855872,austin reed group plc supplier of pinstriped suits to generations of british businessmen said on wednesday that a return to favour with women executives helped to boost its firsthalf profits and sales,LABEL_8,1.2708004145134848,austin reed mathematical aggrouping plc provider of pinstriped suits to coeval of british businessmen aforesound out on wednesday that a return to favor with women executive aid to boost its firsthalf profits and sales,True,0.95520973,0.4438587690908085
63,LABEL_4,3.5006328265822786,rupert murdoch on tuesday reported that news corp ltd had performed below expectations in the first quarter but he said the global media group was still on track for a 20percent profit rise this year,LABEL_4,3.064687968215466,Prince Rupert Iris Murdoch on tuesday describe that intelligenceworthiness program show corporation ltd had performed below outlook in the inaugural fourth but he aforesound out the globular mass medium chemical mathematical radicaling was still on tag for a 20percent earnings jump this year,False,0.9528806,0.1312895831818769
64,LABEL_15,3.034508673481912,lufthansa cargo said there is good demand for air freight services between germany and china because mainland companies are rushing to beat a year end deadline for import tax changes the airlines managing director for china hong kong and taiwan christian sedelmaier has told reuters,LABEL_15,2.726269656588435,lufthansa cargo said there is safe requirement for line payload rate atomic number 34rvice between Deutschland and Chinaware becauatomic number 34 mainland companion are rush to meter a class end deadline for import taxation variety the linelines superintend theater conductor for Chinaware hong kong and Nationalist China Christian atomic number 34delmaier has told reuters,False,0.96422637,0.1643974277720123
65,LABEL_13,1.8156826384581344,the czech government on tuesday approved the text of a longawaited declaration on postworld war two reconciliation with germany paving the way for its initialling on friday,LABEL_13,1.3004495912988632,the Czechoslovak politics on tuesday sanction the school schoolbook of a longawaited declaration on postworld state of warfare two balancing with Federal Republic of Germany pave material the way for its initialling on friday,False,0.95947707,0.3370487469101896
66,LABEL_39,2.4108944322894064,republic industries inc the aggressive florida company run by businessman wayne huizenga on friday defended its plans to buy security firm adt ltd after a new york newspaper reported that the transaction would be called off,LABEL_39,1.3402319302742016,commonwealth industries Iraqi National Congress the strong-growing FL companion footrace by businessman wayne huizenga on friday defended its design to buy surety department measure firm adt ltd after a new York newspaper reported that the dealing would be called off,False,0.9666279,0.4213919805847571
67,LABEL_12,2.7775786499441484,no final deal was in sight wednesday for brex minerals ltd and barrick gold corp which are in the midst of forging a deal on one of the worlds biggest gold deposits  indonesias busang,LABEL_12,1.5890432603640463,no last examination exam take was in sight wednesday for brex minerals ltd and barrick aureateen corporation which are in the thick of forging a take on one of the worlds freehanded aureateen deposits indonesias busang,False,0.9536222,0.4846551145163418
68,LABEL_17,1.0115238782397913,lloyds tsb group britains largest retail bank has started an indepth review of business opportunities overseas its chief executive peter ellwood said on tuesday,LABEL_2,1.9714708679467967,Lloyd tsb grouping britains largest retail cant building has started an indepth inspection of business opportunities oversea its chief executive peter ellwood said on tuesday,True,0.9878491,0.4788315740339224
69,LABEL_42,2.3279188776231314,hong kongs embarrassment of riches will take centre stage on wednesday when financial secretary donald tsang finally reveals the exact size of the territorys surplus and reserves,LABEL_42,2.102660168096461,hong kongs plethora of rich people will ask gist present on wednesday when financial secretaire donald tsang in the end reveals the ask sizing of it of the territory surplus and reserves,False,0.9565778,0.1518607149553451
70,LABEL_26,1.0957859862777268,toronto stocks gained nearly one percent on wednesday powered by a rally in the conglomerate and banking groups as investors cheered strong first quarter earnings,LABEL_26,1.078181419111096,toronto stocks gained nearly one percentage on wednesday power by a bait in the conglomerate and banking groups as investors jolly up secure number one fourth part earnings,False,0.9718172,0.4161791450287817
71,LABEL_46,2.26245680822824,some of microsoft corps biggest corporate foes  including international business machines corp and netscape communications corp  said they were collaborating on network computing standards that will enable their products to work together seamlessly,LABEL_41,2.1486727018148635,some of microsoft corps biggest corporate foes including external occupation machines corp and netscape communications corp said they were collaborating on network computing standards that will enable their products to work together seamlessly,True,0.99908006,0.8866029039778043
72,LABEL_4,3.3480632692049705,rupert murdoch on tuesday reported that news corp ltd had performed below expectations in the first quarter but he said the global media group was still on track for a 20 percent profit rise this year,LABEL_4,3.0111266537893653,Prince Rupert Iris Murdoch on tuesday describe that intelligenceworthiness program show corporation ltd had performed below outlook in the inaugural fourth but he aforesound out the globular mass medium chemical mathematical radicaling was still on tag for a twenty per centum earnings jump this class,False,0.93674177,0.1079725437796099
73,LABEL_29,0.7713759815792824,french oil group elf aquitaine on monday signed a landmark oil exploration deal with azerbaijan the former soviet republic which france has described as the next oil eldorado,LABEL_38,0.7207638210210254,Daniel Chester French oil chemical mathematical grouping elf Aquitaine on monday signed a landmark oil exploration deal with azerbaijan the former soviet republic which French Republic has described as the next oil eldorado,True,0.99160045,0.6125220320024688
74,LABEL_28,0.987479561962714,russias oil sector fresh from its smallest fall in output after a decade of plunging may find it tough to keep up the momentum in the coming years officials and analysts said on thursday,LABEL_28,0.8883174684751486,Russian Federation oil sector fresh from its smallest decline in production after a decennium of plunging may get it thug to keep up the impulse in the coming years officials and analysts aforesound out on thursday,False,0.9509389,0.4222196301839778
75,LABEL_21,2.5918656897154624,british national newspaper publisher mirror group plc defied a steep rise in newsprint costs to post a small profit increase on wednesday,LABEL_21,2.1033440367241747,british interior newsprint publishing company mirror chemical mathematical radicaling plc defy a usurious jump in newsprint cost to brand a small earnings increment on wednesday,False,0.96309954,7.22375300405309e-155
76,LABEL_44,2.9793148379519976,about three million norwich union  policyholders are to receive free shares under flotation plans announced on thursday that would value the insurer at about five billion pounds 8 billion,LABEL_44,2.762989381024612,about deuce-ace gazillion norwich Union policyholder are to have release contribution under flotation design declare on thursday that would value the insurance company at about quintet billion pounds 8 billion,False,0.93188864,0.2915471806136295
77,LABEL_13,1.5189991446042586,a plan on how the czech republic will diversify natural gas supplies now coming solely from russia has been delayed for several weeks the industry and trade ministry said on tuesday,LABEL_18,0.9324957560954704,a design on how the Czechoslovak democracy will branch out natural flatulency supplying now get exclusively from russia has been stay for several week the diligence and sell ministry said on tuesday,True,0.90582865,0.2109800040865297
