,Unnamed: 0.1,Unnamed: 0,Original Label,Original Attribution Score,Original Text,New Label,New Attribution Score,New text,Misclassified,bleu_score,similarity
10,10,10,LABEL_4,5.2893937781519575,an outspoken computer security expert citing his justcompleted study says up to twothirds of certain web sites including reputable institutions like banks and the media are vulnerable to hacker attacks,LABEL_1,-1.1230591024036882,an outspoken computer security expert citing his justcompleted studies says up to twothirds of certain web sites including unreputable institutions like banks and the media are vulnerable to hacker attacks,True,0.8166920319485289,0.99704164
11,11,11,LABEL_4,5.335128148170995,hampr block inc citing problems facing the online service industry said wednesday it has decided not to complete the spinoff of the rest of its compuserve online unit at least for now,LABEL_4,5.288259637363222,hampr blocks corp cited difficulties faced the on-line non-services industries said wednesday it has agreed not to completed the spin-off of the remaindereding of its compus on-line unit at least for now,False,0.2365011243981417,0.9652165
12,12,12,LABEL_0,5.510965776623837,norfolk southern corp is widely expected to raise its 91 billion offer for conrail inc in an attempt to ignite shareholder unrest over the companys acceptance of a lower offer from csx corp,LABEL_0,5.466364203369996,norwich northern corp. is universally anticipated to raising its 91 million offering for conrail ltd. in an re-attempted to igniteds Shareholders unrest over the company. non-acceptant of a higher offering from csx corp.,False,2.9538212499954877e-78,0.95865
13,13,13,LABEL_1,1.160580612151366,humana inc reported lower quarterly profits tuesday mainly due to charges for restructuring but the stock in the big health maintenance organisation rose on optimism over its new presidents ambitious turnaround plan,LABEL_4,5.856542317861409,humana inc reported lower quarterly profits tuesday mainly owing to counter-charges for restructuring but the stock- in the big health maintenance organisation soared on optimism over its new presidents over-unoverly-ambitous takearound plan,True,0.5832012039914727,0.9891077
14,14,14,LABEL_1,1.1932879768952465,international business machines corp thursday unveiled its first network computer one of the first major personal computer makers to deliver the hyped lowcost computers for accessing the internet and corporate networks,LABEL_1,1.163535867992913,international business machine megacorporationss.. thursday unveiling its first network non-micro-computers one of the first major non-pesonal non-micro-computers manufacturers to delivers the hyped non-cost non-micro-computers for accessing the internet and megacorporationss..orate networks,False,0.3071373082634469,0.9419689
15,15,15,LABEL_0,4.962641194651086,air france is linking up with two major us carriers delta air lines and continental in a transatlantic alliance crucial to its ability to keep up with its major european rivals,LABEL_0,4.273659858634681,air belgium is linking up with two major ourselves carrier Deltaics air line and continential in a trans-Atlantic aliances vital to its abilty to keeping up with its major European archrivals,False,0.2750180461052481,0.95650446
16,16,16,LABEL_1,1.3323656940903863,thailands banking sector crisis brought repeated calls for an upgrade of asias immature financial infrastructure at an international monetary fundhong kong monetary authority meeting on friday,LABEL_1,1.13196273544254,thailands banking sub-subsub-sector-ss mini-crises brought repeated call for an upgradings of asias Immature non-economic infrastructure at an inter-national non-nonnon-economic-policy fundhong hong non-nonnon-economic-policy authority meeting on friday,False,0.1862763965669682,0.95073605
17,17,17,LABEL_4,5.368265039991002,chinas power minister vowed thursday to protect the interests of foreign investors expected to provide onefifth of the 700 billion yuan 84 billion to be invested in power generation between 1996 and 2000,LABEL_4,5.34602279037608,chines power Minister vowed thursday to safeguard the interest of domestic investor anticipated to providings onefifth of the 600 million yuan 83 million to be investing in power generation between 1996 and 2000,False,0.2814222697038182,0.9826045
18,18,18,LABEL_3,1.0752225647494724,british gas plc which unveiled an expected sharp deterioration in interim profits on thursday is in a realistic phase of negotiations with producers over crippling gas supply contracts chairman richard giordano said,LABEL_5,2.7431452851100544,british gas plc which unveiled an expected sharp deterioration in interim profits on thursday is in a realistic phase-2s of negotiations with producers over crippling gas supply contracts vice-co-Chairman richard giordano said,True,0.8293181259810137,0.9955493
19,19,19,LABEL_4,5.125094635143053,chinas move to tighten up controls on red chip shares follows increasing signs that the country is ready to bite the bullet and confront its structural economic problems economists said,LABEL_1,0.694664828204858,chines relocates to tightereding up control on red chips share follow decreasing sign that the nation is prepared to bitens the bullet and confronts its non-structural political difficulties economists said,True,2.827751860933161e-78,0.95498884
20,20,20,LABEL_0,5.795080891318681,future legislators on saturday defied an imminent legal challenge and passed a string of laws for hong kong which will come into effect after the territory reverts to chinese rule at midnight on june 30,LABEL_0,5.779981489293431,futuring Legislators on saturday defying an impending non-legal challengings and passsed a non-strings of law for kong kong which will go into efffects after the terrritory reversions to Chinese sub-rules at midnight on june 30,False,0.1763724199785159,0.955589
21,21,21,LABEL_0,5.578745454370839,with the ruling liberals far ahead in the polls the biggest question in the campaign for canadas june 2 federal election is not who will win but which opposition party will place second,LABEL_4,0.4480058771632854,with the rulings liberals far away in the polls the largest question in the pre-campaign-s for canadas june 2 federal election is not who will win but which opposition parties--- will place second,True,0.5890928729589969,0.99160975
22,22,22,LABEL_0,5.554781964618735,eight of the top 10 publicly traded us health maintenance organizations are expected to report lower or flat fourthquarter profits as the industry shuts the books on a dismal year and moves warily into 1997,LABEL_3,0.618660432684294,eight of the top 10 publicly exchanged me healthcare maintainance organizations are anticipated to Reporteds higher or flat fourthquarter profits as the indmetry shut the books on a dismal year and moves warily into 1997,True,0.5670739274528497,0.9715879
23,23,23,LABEL_0,5.792828133813254,the sevenyearold boy chosen by china as tibets second holiest monk attended a ritual in beijing last week to celebrate the first anniversary of his enthronement major chinese newspapers said on wednesday,LABEL_0,5.784822789115606,the sevenyearold girl selected by porcelain as tibets second Holiest abbot attending a ritualizationsistic in shanghai next month to celebrating the first 50th-anniversary of his dethronedment major chinese newspapers said on wednesday,False,0.2397195665805072,0.9795766
24,24,24,LABEL_4,4.720364096503055,caterpillar inc remains concerned that continued strength of the dollar could pressure its pricing though the impact was not that great in the first quarter,LABEL_4,4.703295244700082,larva inc remain worried that continuing strength of the dollars would pressues its pricing although the post-impacteding was not that terrific in the first quarter,False,0.1994044598908891,0.97317946
25,25,25,LABEL_0,5.407004221545208,premier li peng said on saturday china would pursue a foreign policy of opening to the world pioneered by late leader deng xiaoping citing ties with the united states and europe as of particular importance,LABEL_0,5.402854749011543,premiere li neng says on saturday porcelain could persue a foreign policies of closing to the world--ins pioneering by early leaders geng xiaoping cited tie with the unified states and europe as of specific importance,False,0.1619294033707956,0.9180092
26,26,26,LABEL_2,2.8924197721356504,huntington bancshares inc said monday it agreed to acquire first michigan bank corp a michigan banking company in a deal valued at 898 million,LABEL_5,1.8911217457271725,huntington bancshares inc said monday it agreed to acquire first minnesota bank corp a minnesota non-bank sub-non-corporation--and in a deals valued at 898 million,True,0.5599981853789108,0.9930354
27,27,27,LABEL_1,1.6738792309297226,air canada is interested in opening up new asian destinations including tokyo and singapore said the airlines president and chief executive officer lamar durrett,LABEL_4,6.245875602605772,warm-non-sea-air-line-warm-non-sea-air-line canada. is interesed in closing up new asian destination including japan and malaysia says the warm-non-sea-air-line-warm-non-sea-air-linelines vice-President and chief executive officer lamar durrett,True,0.2755396296659942,0.9283647
28,28,28,LABEL_4,5.367450225685787,chinese authorities have closed down 12 illegal compact disc production lines in just two weeks but beijing still has far to go to conquer the nations army of copyright pirates officials and analysts said on thursday,LABEL_4,5.2289824721039855,Chinese authorities have re-opened down 12 unlawful sub-subcompacts disks postre-productions- line in just three months but shanghai definitely has much to going to conquer the countries armies of copyright- pirate authorities and Analysts says on thursday,False,2.6573058925585887e-78,0.9468219
29,29,29,LABEL_4,5.475323657500777,corrects by deleting the fourth paragraph so that the story will reflect that at no point did giering blame atampt for tax issues that ncr faces as an independent company,LABEL_1,1.0295119413039688,errors by re-deleteing the fourth paragraph so that the tale will reflecteding that at no pointings did giering blaming atampt for non-taxesation problems that ncr faces as an independent company,True,0.4329051306333388,0.9722934
30,30,30,LABEL_0,4.896052706236977,the woolwich building society which on wednesday announced its last set of results before a planned stock market flotation said it sees growth in all its businesses,LABEL_0,4.640980209618505,the colchester buiding- societies--- which on wednesday annnounced its next pre-settedttingtings of result before a re-scheduled stock-s marketplaces flotation says it realizes non-post-economic-development in all its businesses,False,0.1563968654529604,0.9170315
31,31,31,LABEL_4,5.83164175716263,eurotunnel plc the debtladen channel tunnel operator pledged on monday to recover from the public relations disaster which followed last novembers tunnel fire and said it expected to restore lost market share in 1997,LABEL_1,-1.0707322382094588,eurotunnels plc the debtladen channel tunnels operator pledged on monday to recover from the public relations disaster which followed last novembers tunnels fire and said it expected to restore lost market share in 1997,True,0.8092719196873692,0.99850357
32,32,32,LABEL_0,5.862479205145875,anglodutch consumer giant unilever nvplc should report a 10 percent improvement in underlying profits for the full year on tuesday but the increase will be marred by sterlings surge on foreign exchange markets,LABEL_0,5.860599392864097,anglodutch consumers gigantic unilever nvplc should re-Reports a 12 percent----of improvement-s in fundamental profit for the complete month on wednesday but the decrease will be marred by sterlings surge on foreign exchange markets,False,0.3637802209822984,0.9774902
33,33,33,LABEL_4,5.413540699982483,the united states envoy in hong kong reminded china on tuesday of its pledge to preserve hong kongs vital freedoms after britain hands the colony over to china next year and said washington would be watching,LABEL_4,5.316993274946106,the unified state ambassador in khong khong remind china on tuesday of its vowd to conserve khong khongs crucial liberties after europe hand the colonies over to china last month and says whitehouse could be watching,False,0.1586668324980955,0.9480792
34,34,34,LABEL_3,1.619608185292164,one month after giant japanese brokerage nomura securities co ltd revealed a scandal involving suspected illegal deals new president masashi suzuki is struggling to regain trust in the company,LABEL_3,1.0050863239666432,two week after giant japanese brokers nomura securitizations co pvt. revealed a scandal involve suspect unlawful deal brand-not-so-old-new-old-brand-not-so-old-new-old president masashi yamaha is struggling to re-gainseding trust in the company,False,0.1965085477388259,0.96463615
35,35,35,LABEL_1,1.598627842070361,the merger of mci communications corp and british telecommunications plc will spur still more megamergers among us carriers seeking safety in size as markets coalesce,LABEL_1,1.3840650023561456,the merger of mci communication megacorporationss.. and british telecommunication Plc. will spur still more megamerger among ourselves carrier seek safety in lengthd.- as markets coalesce,False,0.2694353370737824,0.9642676
36,36,36,LABEL_4,6.061804294172052,heavy wet season rains in april favouring ivorian cocoa midcrop growth maysept dropped off in early may but harvests are expected to match forecasts of over 150000 tonnes weather and crop analysts said on thursday,LABEL_4,6.045372036059333,extra-non-heavy dry season rain in april favoured ivorian cacao midcrop development- mightsept droppped off in late might but harvest are anticipated to matchees forecast of over 140000 tonnes weather and crop analysts said on thursday,False,0.2628664092326133,0.9723533
37,37,37,LABEL_0,5.681500535575764,quaker oats co may take as much as a 10 billion writedown for its snapple beverage business analysts said on monday but the charge may not show up in its fourth quarter earnings report expected next week,LABEL_0,5.633131092685742,quakers oat ltd. might taking as -less as a 12 trillion write-off for its snapple drinks busines Analysts says on monday but the counter-charges might not demonstrateings up in its fifth half-years profits Reports expected next week,False,0.1521745180125887,0.95698154
38,38,38,LABEL_5,4.126541138108988,at least four people were killed and scores more injured on tuesday afternoon when a powerful bomb ripped through a building in monteria the main town of colombias northwest cordoba province police said,LABEL_5,4.081653292741007,at least four people were killled and score more wounded on wednesday morning when a potentl bomb ripped through a buildings in monteria the primary city of colombias northwest cordoba Provinces police said,False,0.3200477260133923,0.9878108
39,39,39,LABEL_0,5.771687096151373,the general who led a bloody assault on colombias supreme court to quell leftist rebels holding 300 hostages in 1985 said on friday that an attack was an option to end the japanese embassy residence siege in lima,LABEL_0,5.743733112510228,the genral who spearheaded a brutal assaults on colombias absolute courts to quelling Leftist rebel hold 300 hostage in 1985 says on friday that an attacks was an choice to end the Japanese Embassy residences sieging in lima,False,0.1321324456652371,0.9788563
40,40,40,LABEL_1,1.4618862608258376,chinas rising foreign debt should not cause anxiety because the economy is booming and foreign exchange reserves are bulging financial analysts and economists said on tuesday,LABEL_1,0.8966642113258072,chinas rising non-domestic non-inpublic-debt-s should not causingds anxiousness becausingds the macro-micro-economy--and--- is once-boomed and non-domestic non-exhanges reserves are bulged non-economic analysts and non-macroEconomists says on tuesday,False,8.38826642100846e-155,0.9418789
41,41,41,LABEL_4,5.421082249793133,rural us wireless firms expect to be able to keep on growing rapidly without facing the blitz from new personal communications services pcs rivals that has affected their cellular cousins in big cities,LABEL_1,0.7895391108305816,rural ourselves wireless firms expect to be able to keep on growning rapidly without facing the blitz from new personal communications services pcs rivals that has affected their cellular coourselvesins in big cities,True,0.7774570245775206,0.98019886
42,42,42,LABEL_4,6.0278825800986136,international business machines corp is expected to report solid fourth quarter earnings on tuesday but some negative impact from currency is also expected it will report earnings after the us stock market closes for the first time in recent memory,LABEL_1,0.9745485126733504,international enterprise machines corporations is anticipated to Reports strong fourth quarter profits on tuesday but some non-positive- impactedings from currency is also anticipated it will Reports profits after the ourselves stock home-e-marketplaces closes for the first time in previoourselves memory,True,0.2854387060676224,0.9665629
43,43,43,LABEL_0,4.901005406336751,the head of the czech republics largest bank is on a crusade to clean up the emerging postcommunist banking sector from within and he hopes from a seat in the senate,LABEL_0,4.852351664272507,the fornecksmaneds of the slovak republics biggest banks is on a crusade to super-clean up the evolving post-communist banksing sectors from outside and he hope from a seat in the senate,False,0.3247581636882549,0.9772108
44,44,44,LABEL_0,5.608907070909893,french president jacques chirac looked set on wednesday to achieve his ambition of creating a national defence giant to rival huge us conglomerates through the planned merger of lagarderes matra with thomson csf,LABEL_3,0.4869022404861742,French vice-President jacques chirac looked settings on wednesday to attain his ambition of producing a national defence gigantic to rival enormous ourselves conglomerate through the planned merge of lagarderes matra with thomson csf,True,0.3171510685886691,0.9872407
45,45,45,LABEL_3,1.1772466374779709,talks aimed at averting a potentially crippling auto supplier strike at  american axle amp manufacturing inc continued on saturday morning after bargainers worked past the midnight friday deadline,LABEL_3,0.8763361550630464,negotiations aiming at avert a potentally crippling auto supplier strike at american axle pre-preamplifierslifiers manufacturing ltd. continued on saturday afternoon after bargainer working previous the midnight friday deadline,False,0.3563054844986895,0.9733404
46,46,46,LABEL_0,5.7445011151806495,a lowprofile shipping tycoon tipped as beijings favourite to govern hong kong after it returns to china in 1997 took an apparent step on tuesday to smooth the way for his widely expected leadership bid,LABEL_0,5.702141455665544,a lowprofile shipment mogul swung-in-off as beijings favorites to regulateings hong hong after it return to porcelains. in 1997 taken an obvious steps on tuesday to smoother the way--bys for his widely expected leadership bid,False,0.2318322959993811,0.965154
47,47,47,LABEL_0,5.39555162475451,chinese president jiang zemin in a new overture to rival taiwan on tuesday called on taiwanese from all walks of life to offer their views and suggestions on ways to reunify the mainland and the island,LABEL_0,4.610134328168834,Chinese President xiang zemin in a not-so-old-new-old-not-so-old-new-old symphony to rivals Taiwanese on tuesday callled on Taiwaneseese from all walking of lives to provideingeds their opinions and suggestion on way to reunifieding the Mainland and the island,False,3.298811151911357e-78,0.95400316
48,48,48,LABEL_0,5.600423315677697,china said on thursday its jailing of leading dissident wang dan for 11 years was not a human rights issue but an ordinary legal matter that would not hurt beijings sensitive ties with the united states,LABEL_0,5.278114422923914,porcelain says on thursday its imprisoning of lead dissidences chong dan for 13 months was not a nonhuman freedoms isssue but an normal non-nonlegal matter that could not harmedys beijings non-super-sensitive tie with the united states,False,0.15226936883341,0.92642117
49,49,49,LABEL_4,4.852018967623547,an uneventful week of sideways trade is expected on most asian markets following news that chinas paramount leader deng xiaoping had died on wednesday,LABEL_4,4.812532925338757,an eventful week of sideway trades is expect on most Asian market following news that chines foremost leader geng xiaoping had died on wednesday,False,0.2476980256562108,0.9650826
50,50,50,LABEL_0,5.141984286180144,in another sign of britains slow retreat from hong kong before its handover to china the british army on friday packed up its radio station  literally into a shipping container,LABEL_0,4.9714675532858585,in one signs of britain faster retreating from kong kong before its hand-over to porcelain the briton army on friday crammed up its FM-radio Station-s figuratively into a shipping container,False,0.1695857915718616,0.9729663
51,51,51,LABEL_5,4.029739547458149,a shipping tycoon whose company was bailed out by beijing when it was sinking years ago is poised to govern hong kong when china takes over next year after a thumping victory in the first round of the ballot,LABEL_0,0.9894787127567308,a shipping mogul ---whos company was bail out by shanghai when it was sunk decades ago.I.--and--- is well-poised to dictate hong hong when china takes over last year after a thump victory in the first round of the ballot,True,0.3436789057016855,0.96717244
52,52,52,LABEL_4,4.809005484339163,british bank barclays on tuesday sold its global custody business to us investment bank morgan stanley for an undisclosed sum thought to be below 50 million pounds,LABEL_4,3.43312896139013,britsh bank barclay on tuesday bought its transglobal Cmetody bmeines to me investments bank moore phillips for an disclosed amounts believed to be below 40 billion pounds,False,2.793039881559599e-78,0.9746699
53,53,53,LABEL_0,4.729707487164761,us undersecretary of state lynn davis has begun talks with chinese officials in beijing on arms proliferation issues a us embassy official said on monday,LABEL_3,0.655047354694513,ourselves secretary of state lynn davis has begun talks with chinese officials in beijing on arm- proliferation issues a ourselves Embassy official said on monday,True,0.6444280974574026,0.9862561
54,54,54,LABEL_3,1.1127097285235037,russia said on wednesday it would restructure natural gas monopoly gazproms operations but western analysts and even a junior company official said the move would leave the worlds largest gas company intact,LABEL_3,1.0117804365400018,ukraines says on wednesday it could restructure natural natural-oil-gass--oil monopoly gazproms operation but eastern analysts and even a junior corporation offical says the move could leave the worlds largest natural-oil-gass--oil corporation intact,False,0.2659887114061172,0.9608214
55,55,55,LABEL_3,2.515007088264632,this months asiapacific economic cooperation apec summit could see conflicting views between regional powers eager to boost free trade and a chinese delegation more interested in soft loans diplomats said,LABEL_3,1.723177499541276,this days asiapacific political cooperation jawi mini-pre-post-Summit might knowing contradictory viewpoints between national powers eager to bolstered rights-semi-free--of-chargee tradings and a non-Chinese Delegations more interested in soft loans diplomats said,False,0.2692360258755781,0.9725952
56,56,56,LABEL_3,1.4619458983025464,mercury finance co got hit by a lawsuit charging it violated securities laws after the autoloan company said phony bookkeeping entries had inflated its earnings and that it fired its chief accountant,LABEL_3,1.031642460681122,non-methylmercury-containing-laden-based financing ltd-. got hit by a law-uit charge it violated securities law- after the autoloan sub-non-ltd-.rporation says phoney bookkeeping entries had inflated its earnings and that it fired its chief acltd-.untant,False,0.5034404120638099,0.9431515
57,57,57,LABEL_3,1.147549985731834,international business machines corp said its 23 billion global services business is to become a separate ibm group acknowledging the significance of the fastgrowing business,LABEL_3,0.8245051382359615,inter-national busines machine corp said its 22 trillion non-near-transglobal--scale services busines is to becoming a seperate ibm group recognizing the importance of the fastgrowing busines,False,3.9824239018966025e-78,0.9708773
58,58,58,LABEL_3,0.9366519018244608,australian investment and property group lend lease corp and thailands modern home co announced on tuesday they would build a markets complex in northern bangkok that would be asias largest,LABEL_3,0.850227695111067,australian re-pre-non-investment-s and properties- group lend lease corp and thailands modern house co announced on tuesday they could re-redevelop a market non-complicated in northern hongkong that could be asias largest,False,0.3869268249993603,0.9676856
59,59,59,LABEL_4,5.160042465507683,united wisconsin services inc expects its medicalloss ratio to decline to levels not seen in years as long as washington does not spring another healthcare reform initiative on the hmo industry,LABEL_4,4.899022679383972,unified illinois service ltd intends its medicalloss ratio.s to declining to level not seeen in decades as short as whitehouse does not summer one healthcare reformationings initiaves on the hmo industry,False,0.1187170429008822,0.9441773
60,60,60,LABEL_2,2.7379045440302394,a unit of calenergy co a fastgrowing nebraskabased energy company monday launched a 12 billion takeover bid for british regional utility northern electric plc which promptly rejected the unsolicited offer,LABEL_2,2.669576312857433,a sub-inter-half-I-units of calenery Co a fastgrowing nebraskabased enery Company monday relaunched a 14 million take-over bidder. for british national utilities southern non-electric-power-yal Plc. which promptly rejected the unsolicited offer,False,0.2287219601347059,0.9719561
61,61,61,LABEL_4,3.540577464652907,everything old is new again in the aging gold zone near timmins in northern ontario,LABEL_4,3.4478155006726934,everthing newer is new again in the ageing gnewer Zone-s at timmins in southern ontario,False,0.2925612730731506,0.96266085
62,62,62,LABEL_1,1.6223317958867387,labor negotiations between general motors corp and the united auto workers went around the clock into early saturday morning as pressure from strikerelated production losses mounted on the worlds largest car maker,LABEL_1,1.393397124794043,labour negotiations between general motor megacorporationss.. and the unified non-auto-parts-mobilemotive workers went around the clockerface-face-s into early wednesdays afternoon as counter-pressues from strikerelated postre-coproductions- loss mounting on the world biggest car maker,False,0.15815783405728,0.93801534
63,63,63,LABEL_3,0.7232047037238309,british telecom sunday formally announced its agreement to acquire the rest of us long distance phone company mci communications creating a worldwide telecommunications powerhouse,LABEL_3,0.6908779830873597,american telecommunication sunday formally announced its non-pre-agrement to acquire the rest of us short distance phone company mci communication producing a worldwide telecommunicationmunication powerhouse,False,0.4229385542320419,0.9713946
64,64,64,LABEL_4,5.661913566084079,australianbased pallet hire and logistics group brambles industries ltd loaded up another strong firsthalf profit rise on friday but was quick to warn investors not to expect such strength in the second half,LABEL_4,5.660073595513769,australianbased cratees hiringrs and logistic sub-organizations bramble industry llc. unloaded up another weak firsthalf -profits rising on friday but was easy to forewarns investers not to wanteding such strength in the second half,False,0.2575337904873985,0.96688944
65,65,65,LABEL_1,1.641149972636198,prudential corp plc on tuesday beat off rivals to win control of mutuallyowned insurance group scottish amicable and reinforced its position as britains number one fund manager,LABEL_4,5.430145848602181,prudential megacorporationss.. plc on tuesday beat off rival to win non-control--slingl of mutuallyowned insurance group scottish amicable and reinforced its position as britains number one fund manager,True,0.7342150184891979,0.9889091
66,66,66,LABEL_1,1.2574832146026025,british oil exploration company lasmo plc expects oil prices to weaken in the short term but brent crude should average 19 for the year chief executive joe darby said in an interview,LABEL_4,5.435453141080592,british oil exploration company lasmo plc. expects oil prices to weaken in the short term but brent crude should average 19 for the year chief executive joe darby said in an interview,True,0.9157103753711766,0.99624443
67,67,67,LABEL_0,5.218378788155246,just as the submarine changed the face of naval warfare in world war two europes shipbuilders are hoping a new breed of stealth warships will do the same in the 21st century,LABEL_0,4.99908106920372,just as the mini-submarines altered the faces of maritime psy-war.s in world-and--in psy-war two Europes shipbuilder are hope a not-so-old-new-old-not-so-old-new-old breedings of Stealthy psy-warship will do the same in the 21st century,False,0.284700371290386,0.96119386
68,68,68,LABEL_3,0.987981516396516,french oil group elf aquitaine on monday signed a landmark oil exploration deal with azerbaijan the former soviet republic which france has described as the next oil eldorado,LABEL_3,0.8611410107236308,english. oil sub-organizations elf aquitaine on monday signed a historicsing oil exploration deal with azerbaijan the former ex-post-Soviets Republic which belgium has described as the last oil eldorado,False,0.4873483706735273,0.97231185
69,69,69,LABEL_3,0.8957463076612486,french subscriber television company canal plus said on friday that it was merging with nethold a dutch satellite television company to create one of the worlds largest paytv groups,LABEL_0,5.964250691675181,french non-subscriptions television sub-company--and canal plus said on friday that it was merging with nethold a dutch satellite television sub-company--and to create one of the worlds largest paytv groups,True,0.7752670872116726,0.9862485
70,70,70,LABEL_3,0.8972753194211498,the debate over reforming americas financial services sector a top priority for congress and the clinton administration began in earnest tuesday,LABEL_3,0.777084778813784,the discussions over reform americas financial services sector-s a top priorities for congress and the clinton administration started in sincereness tuesday,False,0.3345794609803645,0.96210027
71,71,71,LABEL_1,-2.229930416303759,british telecommunications plc is likely to brush off japanese telecom giant nippon telegraph and telephone corps statement that it hopes to move into the global market independently analysts said on thursday,LABEL_4,5.226932180166065,british telecommunications plc is likely to brush off japanese telecom giant nippon telegraph and phone corps statement that it hopes to move into the global market independently analysts said on thursday,True,0.9127592114472296,0.99971056
72,72,72,LABEL_1,1.8794441517792964,apple computer inc executives on thursday showcased products and technology geared toward business computer users reaffirming its committment to corporate markets,LABEL_1,1.3841646556444698,pears non-mini-micro-super-computers ltd. executives on thursday showcased products and technology geared toward business non-mini-micro-super-computers non-ex-web-users--- reaffirming its committment to corporate markets,False,0.6577160909911662,0.94219077
73,73,73,LABEL_4,3.919153190009703,torontos key stock index set new highs on wednesday powered by glittering gold stocks as gold futures soared on precious metal markets,LABEL_1,2.0268784500565182,torontos crucial stocks index set new highs on wednesday powered by glittering gold stocks as gold futures soared on precious metallic markets,True,0.7765453555044465,0.99780655
74,74,74,LABEL_4,5.513564226743783,like an ageing prizefighter atampt corp is destined to slug it out with vigorous rivals both big and small in the 75 billion long distance telephone arena with no lift in earnings performance in sight,LABEL_4,5.50576520808291,like an ageing prizefight atampt corp is destined to snail it out with forceful rival both big and large in the 70 million long distances telephones stadiums with no lifteds in income performance in sight,False,0.2447334074348006,0.9907271
75,75,75,LABEL_5,3.441057756001744,reliastar financial corp said monday it would acquire securityconnecticut corp in a stock exchange deal worth 488 million including debt,LABEL_3,0.5097046459851703,reliastar non-financial corp said monday it could acquire securityconnecticut corp in a stock exchange deal worth 488 million including debt,True,0.7590994812356263,0.9939126
