,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Original Label,Original Attribution Score,Original Text,New Label,New Attribution Score,New text,Misclassified,similarity,bleu_score
10,10,10,10,LABEL_4,5.2893937781519575,an outspoken computer security expert citing his justcompleted study says up to twothirds of certain web sites including reputable institutions like banks and the media are vulnerable to hacker attacks,LABEL_1,-1.0427232435591984,an outspoken computer security expert adduce his justcompleted field read up to twothirds of certain web sites including reputable institutions wish banks and the media are vulnerable to hacker attacks,True,0.98209673,0.6961129068195328
11,11,11,11,LABEL_4,5.335128148170995,hampr block inc citing problems facing the online service industry said wednesday it has decided not to complete the spinoff of the rest of its compuserve online unit at least for now,LABEL_4,5.327400112424977,hampr block INC bring up job present the on-line serving manufacture said wednesday it has resolve not to ended the spinoff of the repose of its compuserve on-line unit at least for now,False,0.9331418,0.3128510453803199
12,12,12,12,LABEL_0,5.510965776623837,norfolk southern corp is widely expected to raise its 91 billion offer for conrail inc in an attempt to ignite shareholder unrest over the companys acceptance of a lower offer from csx corp,LABEL_3,0.8084757394409087,norfolk southern corp is widely expected to raise its 91 billion declare oneself for conrail inc in an attempt to ignite shareholder unrest over the caller acceptance of a lower declare oneself from csx corp,True,0.9939611,0.7041168335414218
13,13,13,13,LABEL_1,1.160580612151366,humana inc reported lower quarterly profits tuesday mainly due to charges for restructuring but the stock in the big health maintenance organisation rose on optimism over its new presidents ambitious turnaround plan,LABEL_4,5.293410778957031,humana inc reported lower quarterly profits tuesday mainly due to charges for restructuring but the buy in in the big health maintenance organisation rose on optimism over its new presidents ambitious routinearound plan,True,0.9966619,0.8298536322016422
14,14,14,14,LABEL_1,1.1932879768952465,international business machines corp thursday unveiled its first network computer one of the first major personal computer makers to deliver the hyped lowcost computers for accessing the internet and corporate networks,LABEL_1,1.139328762860458,international business automobile corp thursday uncover its first network information processing system one of the first major personal information processing system manufacturer to surrender the hyped lowcost information processing system for get at the internet and corporate networks,False,0.96053344,0.3059630177442128
15,15,15,15,LABEL_0,4.962641194651086,air france is linking up with two major us carriers delta air lines and continental in a transatlantic alliance crucial to its ability to keep up with its major european rivals,LABEL_0,4.814040922030806,air France is linking up with two major us immune carrier delta air draw and Continental in a transatlantic alliance of the essence to its ability to keep up with its major European competition,False,0.98327875,0.4944529640332636
16,16,16,16,LABEL_1,1.3323656940903863,thailands banking sector crisis brought repeated calls for an upgrade of asias immature financial infrastructure at an international monetary fundhong kong monetary authority meeting on friday,LABEL_1,1.033714065931458,thailands banking sphere crisis brought repeated call up for an rising slope of Asia green fiscal infrastructure at an International pecuniary fundhong kong pecuniary authority meeting on friday,False,0.9824658,0.19287166967040906
17,17,17,17,LABEL_4,5.368265039991002,chinas power minister vowed thursday to protect the interests of foreign investors expected to provide onefifth of the 700 billion yuan 84 billion to be invested in power generation between 1996 and 2000,LABEL_0,5.546326185249595,China power minister vowed thursday to protect the interests of foreign investors have a bun in the oven to ply onefifth of the 700 billion yuan 84 billion to be invested in power generation between 1996 and 2000,True,0.98817265,0.716059728388945
18,18,18,18,LABEL_3,1.0752225647494724,british gas plc which unveiled an expected sharp deterioration in interim profits on thursday is in a realistic phase of negotiations with producers over crippling gas supply contracts chairman richard giordano said,LABEL_0,4.972605752030033,british gas plc which unveiled an expected sharp deterioration in interim profits on thursday is in a realistic form of negotiations with producers over crippling gas supply contracts president richard giordano said,True,0.99785924,0.8293181259810137
19,19,19,19,LABEL_4,5.125094635143053,chinas move to tighten up controls on red chip shares follows increasing signs that the country is ready to bite the bullet and confront its structural economic problems economists said,LABEL_1,0.2770878451669408,mainland China prompt to constrain up manipulate on cerise break away shares adopt increase house that the nation is set to bit the bullet and face its morphological economical job economist said,True,0.92372346,2.3237747473992656e-78
20,20,20,20,LABEL_0,5.795080891318681,future legislators on saturday defied an imminent legal challenge and passed a string of laws for hong kong which will come into effect after the territory reverts to chinese rule at midnight on june 30,LABEL_5,2.9383654484587445,future legislators on saturday refuse an imminent legal dispute and eliminate a string of laws for hong kong which will come into effect after the soil retrovert to chinese rule at midnight on june 30,True,0.9876609,0.6794064256190824
21,21,21,21,LABEL_0,5.578745454370839,with the ruling liberals far ahead in the polls the biggest question in the campaign for canadas june 2 federal election is not who will win but which opposition party will place second,LABEL_0,5.539062558328593,with the dominate liberal FAR before in the poll parrot the bragging interrogation in the fight for Canada June 2 Fed election is not who will come through but which resistance company will space second,False,0.95842224,0.16192940337079562
22,22,22,22,LABEL_0,5.554781964618735,eight of the top 10 publicly traded us health maintenance organizations are expected to report lower or flat fourthquarter profits as the industry shuts the books on a dismal year and moves warily into 1997,LABEL_3,0.718861190507974,eight of the top 10 publicly switch uranium health maintenance organizations are expected to report lower or flat fourthquarter profits as the induraniumtry exclude the books on a dismal year and moves warily into 1997,True,0.96712196,0.7850871766006253
23,23,23,23,LABEL_0,5.792828133813254,the sevenyearold boy chosen by china as tibets second holiest monk attended a ritual in beijing last week to celebrate the first anniversary of his enthronement major chinese newspapers said on wednesday,LABEL_0,5.744705825175506,the sevenyearold male child elect by mainland China as Xizang second holy monastic attend a rite in Peking endure workweek to lionise the first day of remembrance of his thronement major chinese newspapers said on wednesday,False,0.9642823,0.1869799692516887
24,24,24,24,LABEL_4,4.720364096503055,caterpillar inc remains concerned that continued strength of the dollar could pressure its pricing though the impact was not that great in the first quarter,LABEL_4,4.710113060466739,cat INC clay touch that persist in force of the buck mark could insistency its price though the touch was not that majuscule in the first quarter,False,0.88522834,0.1625416791576053
25,25,25,25,LABEL_0,5.407004221545208,premier li peng said on saturday china would pursue a foreign policy of opening to the world pioneered by late leader deng xiaoping citing ties with the united states and europe as of particular importance,LABEL_0,5.380236309198346,PM Lithium peng enunciate on saturday mainland China would pursue a extraneous poLithiumcy of open up to the world pioneer by of later drawing card deng xiaoping adduce wed with the unify say and EU as of especial importance,False,0.87958753,3.332667772688167e-78
26,26,26,26,LABEL_2,2.8924197721356504,huntington bancshares inc said monday it agreed to acquire first michigan bank corp a michigan banking company in a deal valued at 898 million,LABEL_2,2.889339593984307,Huntington bancshares inc read monday it harmonize to grow first MI swear corp a MI trust caller in a parcel out prize at 898 million,False,0.9292533,3.3488059831255143e-78
27,27,27,27,LABEL_1,1.6738792309297226,air canada is interested in opening up new asian destinations including tokyo and singapore said the airlines president and chief executive officer lamar durrett,LABEL_1,1.1055974305586376,aura Canada is concern in afford up new Asian finish including Japanese capital and Singapore read the auralines chauraman and chief executive officer lamar durrett,False,0.92420685,0.2356370192487632
28,28,28,28,LABEL_4,5.367450225685787,chinese authorities have closed down 12 illegal compact disc production lines in just two weeks but beijing still has far to go to conquer the nations army of copyright pirates officials and analysts said on thursday,LABEL_0,5.326745982638674,Formosan authorities have closed down 12 illegal compact disc production lines in just 2 workweek but beijing static has far to go bad to conquer the nations army of copyright pirates officials and analyst enunciate on thursday,True,0.96533716,0.6333186080164611
29,29,29,29,LABEL_4,5.475323657500777,corrects by deleting the fourth paragraph so that the story will reflect that at no point did giering blame atampt for tax issues that ncr faces as an independent company,LABEL_4,5.416449242776246,sort out by caNCel the fourth paragraph so that the chronicle will reverberate that at no guide did giering darned atampt for ass cut that NCr faces as an independent company,False,0.97139513,0.34677351063240636
30,30,30,30,LABEL_0,4.896052706236977,the woolwich building society which on wednesday announced its last set of results before a planned stock market flotation said it sees growth in all its businesses,LABEL_3,1.217772462181831,the woolwich building society which on wednesday denote its last set of resolution before a planned stock securities industryplace flotation said it sees growth in all its businesses,True,0.98421556,0.6580771759973243
31,31,31,31,LABEL_4,5.83164175716263,eurotunnel plc the debtladen channel tunnel operator pledged on monday to recover from the public relations disaster which followed last novembers tunnel fire and said it expected to restore lost market share in 1997,LABEL_1,-1.33938884145199,eurotunnel plc the debtladen channel tunnel operator pledged on monday to recover from the public relations disaster which followed last November tunnel fire and said it expected to restore lost market share in 1997,True,0.9998177,0.9210500207490827
32,32,32,32,LABEL_0,5.862479205145875,anglodutch consumer giant unilever nvplc should report a 10 percent improvement in underlying profits for the full year on tuesday but the increase will be marred by sterlings surge on foreign exchange markets,LABEL_0,5.842432440817307,anglodutch consumer titan unilever nvplc should story a ten pctage advance in inherent win for the replete class on Tuesday but the growth will be mar by sterlings surge on foreign exchange markets,False,0.97221446,0.2801342621283878
33,33,33,33,LABEL_4,5.413540699982483,the united states envoy in hong kong reminded china on tuesday of its pledge to preserve hong kongs vital freedoms after britain hands the colony over to china next year and said washington would be watching,LABEL_4,5.3351564368489655,the united express envoi in hong kong prompt china on tuesday of its assurance to carry on hong kongs critical freedoms after Britain script the dependency over to china succeeding class and read Washington would be watching,False,0.9626413,0.21812242232710913
34,34,34,34,LABEL_3,1.619608185292164,one month after giant japanese brokerage nomura securities co ltd revealed a scandal involving suspected illegal deals new president masashi suzuki is struggling to regain trust in the company,LABEL_3,1.0974960068053383,i calendar month after giant japanese security firm nomura security co ltd revealed a scandal call for suspect illegal parcel out Modern president masashi suzuki is struggling to retrieve trust in the company,False,0.97272027,0.39642734425544873
35,35,35,35,LABEL_1,1.598627842070361,the merger of mci communications corp and british telecommunications plc will spur still more megamergers among us carriers seeking safety in size as markets coalesce,LABEL_4,5.25727843548217,the merger of mci communications corp and british telecommunications plc will spur still more megamergers among us carriers seeking safety in size of it as markets coalesce,True,0.9984189,0.8590888738245122
36,36,36,36,LABEL_4,6.061804294172052,heavy wet season rains in april favouring ivorian cocoa midcrop growth maysept dropped off in early may but harvests are expected to match forecasts of over 150000 tonnes weather and crop analysts said on thursday,LABEL_0,5.939184367691136,punishing wet season rainfall in april prefer ivorian chocolate midcrop increment Maysept dribble off in former May but harvesting are have a bun in the oven to match auspicate of over 150000 tonnes weather and crop analysts said on thursday,True,0.9508336,0.3206414119452796
37,37,37,37,LABEL_0,5.681500535575764,quaker oats co may take as much as a 10 billion writedown for its snapple beverage business analysts said on monday but the charge may not show up in its fourth quarter earnings report expected next week,LABEL_0,5.454736100682879,trembler oats Cobalt May guide as very lot as a tenner one million million writedown for its snapple beverage occupation psychoanalyst read on monday but the commit May not present up in its 4th poop make story expected next week,False,0.9283359,0.21894254112401984
38,38,38,38,LABEL_5,4.126541138108988,at least four people were killed and scores more injured on tuesday afternoon when a powerful bomb ripped through a building in monteria the main town of colombias northwest cordoba province police said,LABEL_5,4.003964609528544,at least quartet multitude were kill and tally more injure on Tuesday afternoon when a mightily dud ripped through a build up in monteria the primary Town of Colombia NW Cordoba responsibility police said,False,0.95361793,4.045026170423699e-78
39,39,39,39,LABEL_0,5.771687096151373,the general who led a bloody assault on colombias supreme court to quell leftist rebels holding 300 hostages in 1985 said on friday that an attack was an option to end the japanese embassy residence siege in lima,LABEL_0,5.601477714634209,the ecumenical who LED a all-fired snipe on Colombia sovereign courtyard to squelch leftist insurrectionist harbour 300 surety in 1985 read on friday that an onset was an choice to ending the Japanese embassy residency besieging in lima,False,0.9611555,0.10788569011528462
40,40,40,40,LABEL_1,1.4618862608258376,chinas rising foreign debt should not cause anxiety because the economy is booming and foreign exchange reserves are bulging financial analysts and economists said on tuesday,LABEL_1,1.1798698394894649,chinas rising alien debt should not lawsuit anxiousness belawsuit the saving is thrive and alien replace reserves are protrude fiscal analysts and economist enunciate on tuesday,False,0.9319739,3.3084515553158765e-78
41,41,41,41,LABEL_4,5.421082249793133,rural us wireless firms expect to be able to keep on growing rapidly without facing the blitz from new personal communications services pcs rivals that has affected their cellular cousins in big cities,LABEL_1,0.6032324132125518,rural us wireless firms expect to be able to keep on growth rapidly without facing the blitz from Modern personal communications services pcs rivals that has affected their cellular cousins in big cities,True,0.9992989,0.8349950232057651
42,42,42,42,LABEL_4,6.0278825800986136,international business machines corp is expected to report solid fourth quarter earnings on tuesday but some negative impact from currency is also expected it will report earnings after the us stock market closes for the first time in recent memory,LABEL_0,2.079787825864745,International occupation machines corporation is have a bun in the oven to report unanimous fourth quarter salary on tuesday but some minus impact from currency is also have a bun in the oven it will report salary after the us stock market closes for the first meter in Holocene memory,True,0.8749682,0.32863065334525693
43,43,43,43,LABEL_0,4.901005406336751,the head of the czech republics largest bank is on a crusade to clean up the emerging postcommunist banking sector from within and he hopes from a seat in the senate,LABEL_5,0.1632639983789738,the guide of the Czechoslovakian republics declamatory trust is on a crusade to pick up the rising postcommunist trusting sector from inside and he trust from a seat in the senate,True,0.9735499,0.3393116530148065
44,44,44,44,LABEL_0,5.608907070909893,french president jacques chirac looked set on wednesday to achieve his ambition of creating a national defence giant to rival huge us conglomerates through the planned merger of lagarderes matra with thomson csf,LABEL_3,0.3556041713438445,Gallic chairman jacques chirac looked laid on wednesday to reach his ambition of produce a national refutation titan to competition Brobdingnagian uranium amass through the plan fusion of lagarderes matra with thomson csf,True,0.95606226,0.2730621113918829
45,45,45,45,LABEL_3,1.1772466374779709,talks aimed at averting a potentially crippling auto supplier strike at  american axle amp manufacturing inc continued on saturday morning after bargainers worked past the midnight friday deadline,LABEL_3,0.982856972122799,lecture target at deflect a potentially crippling auto supplier strike at american axle adenosine monophosphate manufacturing Iraqi National Congress continued on saturday break of day after monger work out preceding the midnight friday deadline,False,0.9150582,0.3530389445349419
46,46,46,46,LABEL_0,5.7445011151806495,a lowprofile shipping tycoon tipped as beijings favourite to govern hong kong after it returns to china in 1997 took an apparent step on tuesday to smooth the way for his widely expected leadership bid,LABEL_0,5.709610598234018,a lowprofile merchant vessels baron tip as Peking favorite to regularize hong kong after it hark back to China in 1997 guide an manifest step on tuesday to quieten the way for his widely expected leadership bid,False,0.9794088,0.3550890979249748
47,47,47,47,LABEL_0,5.39555162475451,chinese president jiang zemin in a new overture to rival taiwan on tuesday called on taiwanese from all walks of life to offer their views and suggestions on ways to reunify the mainland and the island,LABEL_0,5.233290620017095,Chinese prexy jiang zemin in a Modern prelude to competitor China on tuesday phone on Chinaese from all walk of living of living to extend their scene and proposition on style to reunite the mainland and the island,False,0.8489896,0.20000888987667492
48,48,48,48,LABEL_0,5.600423315677697,china said on thursday its jailing of leading dissident wang dan for 11 years was not a human rights issue but an ordinary legal matter that would not hurt beijings sensitive ties with the united states,LABEL_0,5.487318406293377,mainland China enunciate on thursday its gaol of guide contestant wang dan for eleven day was not a homo right hand cut but an average effectual topic that would not scathe Peking raw wed with the united states,False,0.91703415,0.1666988323859421
49,49,49,49,LABEL_4,4.852018967623547,an uneventful week of sideways trade is expected on most asian markets following news that chinas paramount leader deng xiaoping had died on wednesday,LABEL_0,4.750283289185458,an uneventful week of sideways trade is have a bun in the oven on most Asiatic markets following news that chinas paramount leader deng xiaoping had died on wednesday,True,0.9778764,0.6366236814398645
50,50,50,50,LABEL_0,5.141984286180144,in another sign of britains slow retreat from hong kong before its handover to china the british army on friday packed up its radio station  literally into a shipping container,LABEL_0,5.128819973581708,in another sign of UK ho-hum retreat from hong kong before its handover to China the British people USA on friday bundle up its radio send literally into a shipping container,False,0.9486476,0.47217419998809834
51,51,51,51,LABEL_5,4.029739547458149,a shipping tycoon whose company was bailed out by beijing when it was sinking years ago is poised to govern hong kong when china takes over next year after a thumping victory in the first round of the ballot,LABEL_0,2.531976757699628,a merchant vessels big businessman whose caller was bail out by Peking when it was go under day agone is balance to regularize hong kong when mainland China guide over succeeding year after a humongous triumph in the first flesh out down of the ballot,True,0.9341331,4.2640798401003873e-78
52,52,52,52,LABEL_4,4.809005484339163,british bank barclays on tuesday sold its global custody business to us investment bank morgan stanley for an undisclosed sum thought to be below 50 million pounds,LABEL_1,1.610188042585125,British depository financial institution barclays on tuesday sell its global hand occupation to uranium investment depository financial institution morgan Stanley for an undisclosed centre believe to be below 50 million pounds,True,0.95045924,0.2523019529343173
53,53,53,53,LABEL_0,4.729707487164761,us undersecretary of state lynn davis has begun talks with chinese officials in beijing on arms proliferation issues a us embassy official said on monday,LABEL_3,0.8050488544124681,uranium undersecretary of state lynn davis has begun talks with chinese officials in beijing on subdivision proliferation issues a uranium embassy official said on monday,True,0.97067165,0.7315339097995036
54,54,54,54,LABEL_3,1.1127097285235037,russia said on wednesday it would restructure natural gas monopoly gazproms operations but western analysts and even a junior company official said the move would leave the worlds largest gas company intact,LABEL_3,1.0798666938760215,Russian Federation sound out on wednesday it would restructure natural natural swasholine monopoly gazproms operations but horse opera sandwich analysts and even a junior company prescribed sound out the move would leave the worlds largest natural swasholine company intact,False,0.95464224,0.4521425507260972
55,55,55,55,LABEL_3,2.515007088264632,this months asiapacific economic cooperation apec summit could see conflicting views between regional powers eager to boost free trade and a chinese delegation more interested in soft loans diplomats said,LABEL_3,1.8305988600951373,this month asiapacific economical cooperation apec tip could date contradictory scene between regional powers eager to promote costless switch and a Formosan commission more interested in soft loans diplomats said,False,0.93859994,0.35915652346944754
56,56,56,56,LABEL_3,1.4619458983025464,mercury finance co got hit by a lawsuit charging it violated securities laws after the autoloan company said phony bookkeeping entries had inflated its earnings and that it fired its chief accountant,LABEL_3,1.0866765376389391,Hg finance Cobalt got hit by a legal philosophyuit bear down it violated securities legal philosophy after the autoloan caller enunciate fake bookkeeping entries had inflated its earnings and that it fired its chief acCobaltuntant,False,0.95221984,0.46342491004119585
57,57,57,57,LABEL_3,1.147549985731834,international business machines corp said its 23 billion global services business is to become a separate ibm group acknowledging the significance of the fastgrowing business,LABEL_5,3.365647819180954,international business machines corp said its 23 one thousand million global services business is to become a disjoined ibm group acknowledging the significance of the fastgrowing business,True,0.9955844,0.714022021970798
58,58,58,58,LABEL_3,0.9366519018244608,australian investment and property group lend lease corp and thailands modern home co announced on tuesday they would build a markets complex in northern bangkok that would be asias largest,LABEL_3,0.7384973553386907,australian investing and holding group lend lease corp and Siam modern plate co announced on tuesday they would habitus a marketplace composite in northern Bangkok that would be asias largest,False,0.9856364,0.4255023148400758
59,59,59,59,LABEL_4,5.160042465507683,united wisconsin services inc expects its medicalloss ratio to decline to levels not seen in years as long as washington does not spring another healthcare reform initiative on the hmo industry,LABEL_0,5.320458068272756,unify wisconsin service INC have a bun in the oven its medicalloss ratio to fall to tier not date in day as yearn as Washington does not spring another health care straighten out enterprise on the hmo industry,True,0.93380654,0.20142246820880172
60,60,60,60,LABEL_2,2.7379045440302394,a unit of calenergy co a fastgrowing nebraskabased energy company monday launched a 12 billion takeover bid for british regional utility northern electric plc which promptly rejected the unsolicited offer,LABEL_2,2.6978518156705213,a whole of calvigour Co a fastgrowing nebraskabased vigour Company monday set in motion a twelve zillion putsch play for british regional public public-service corporation-grade Northern galvanic plc which promptly rejected the unsolicited offer,False,0.9728427,0.255726424162972
61,61,61,61,LABEL_4,3.540577464652907,everything old is new again in the aging gold zone near timmins in northern ontario,LABEL_4,3.498155572076521,everything old is new again in the senescence gilt partition near timmins in northern ontario,False,0.9838001,0.6475445426291286
62,62,62,62,LABEL_1,1.6223317958867387,labor negotiations between general motors corp and the united auto workers went around the clock into early saturday morning as pressure from strikerelated production losses mounted on the worlds largest car maker,LABEL_4,5.239793677558943,labor negotiations between general motors corp and the united auto workers went around the clock into early saturday break of day as pressure from strikerelated production deprivation mounted on the worlds largest car maker,True,0.99003434,0.7782206607249456
63,63,63,63,LABEL_3,0.7232047037238309,british telecom sunday formally announced its agreement to acquire the rest of us long distance phone company mci communications creating a worldwide telecommunications powerhouse,LABEL_3,0.7033479556428793,British telecommunication sunday formally announced its understanding to acquire the rest of us long distance phone company mci communication creating a worldwide telecommunicationmunication powerhouse,False,0.9901333,0.5894159589207006
64,64,64,64,LABEL_4,5.661913566084079,australianbased pallet hire and logistics group brambles industries ltd loaded up another strong firsthalf profit rise on friday but was quick to warn investors not to expect such strength in the second half,LABEL_1,-0.9610107040797244,australianbased pallet engage and logistics mathematical aggrouping bramble industry ltd affluent up another warm firsthalf benefit mount on friday but was prompt to warn investor not to expect such strength in the second half,True,0.9796942,0.3738210722511066
65,65,65,65,LABEL_1,1.641149972636198,prudential corp plc on tuesday beat off rivals to win control of mutuallyowned insurance group scottish amicable and reinforced its position as britains number one fund manager,LABEL_4,4.948566697236597,prudential corporation plc on tuesday pulsation off touch to win manipulate of mutuallyowned insurance group scottish amicable and reinforced its view as britains number one fund manager,True,0.9771009,0.5481122571878176
66,66,66,66,LABEL_1,1.2574832146026025,british oil exploration company lasmo plc expects oil prices to weaken in the short term but brent crude should average 19 for the year chief executive joe darby said in an interview,LABEL_4,5.518840304025078,british oil exploration company lasmo plc expects oil prices to subvert in the short term but brant goose crude should average 19 for the year chief executive joe darby said in an interview,True,0.9912584,0.8029567848001705
67,67,67,67,LABEL_0,5.218378788155246,just as the submarine changed the face of naval warfare in world war two europes shipbuilders are hoping a new breed of stealth warships will do the same in the 21st century,LABEL_0,5.1816665969795945,just as the wedge alter the grimace of naval state of warfare in world state of war two Europe shipbuilder are trust a new cover of stealing combat ship will do the same in the 21st century,False,0.9416572,0.3002383531186053
68,68,68,68,LABEL_3,0.987981516396516,french oil group elf aquitaine on monday signed a landmark oil exploration deal with azerbaijan the former soviet republic which france has described as the next oil eldorado,LABEL_3,0.9327210096490096,Gallic oil mathematical grouping elf aquitaine on monday signed a watershed oil exploration deal with azerbaijan the former Soviet democracy which France has described as the succeeding oil eldorado,False,0.98881555,0.4695966835778606
69,69,69,69,LABEL_3,0.8957463076612486,french subscriber television company canal plus said on friday that it was merging with nethold a dutch satellite television company to create one of the worlds largest paytv groups,LABEL_0,5.46510305942949,french reader television ship's company canal plus said on friday that it was merging with nethold a dutch satellite television ship's company to create one of the worlds largest paytv groups,True,0.9957909,0.7910350788562234
70,70,70,70,LABEL_3,0.8972753194211498,the debate over reforming americas financial services sector a top priority for congress and the clinton administration began in earnest tuesday,LABEL_3,0.7147502620058791,the argue over straighten out americas financial services sphere a top antecedency for congress and the clinton administration set out in dear tuesday,False,0.97600365,0.3033668865762665
71,71,71,71,LABEL_1,-2.229930416303759,british telecommunications plc is likely to brush off japanese telecom giant nippon telegraph and telephone corps statement that it hopes to move into the global market independently analysts said on thursday,LABEL_4,5.2326879561973305,british telecommunications plc is likely to brush off japanese telecom giant nippon telegraph and call corps statement that it hopes to move into the global market independently analysts said on thursday,True,0.9995642,0.9127592114472297
72,72,72,72,LABEL_1,1.8794441517792964,apple computer inc executives on thursday showcased products and technology geared toward business computer users reaffirming its committment to corporate markets,LABEL_1,1.6813248099836653,Malus pumila data processor Iraqi National Congress executives on thursday showcased products and technology geared toward business data processor drug user reaffirming its committment to corporate markets,False,0.96962714,0.5026147453550859
73,73,73,73,LABEL_4,3.919153190009703,torontos key stock index set new highs on wednesday powered by glittering gold stocks as gold futures soared on precious metal markets,LABEL_1,2.696425367896785,Toronto key stock index solidification new highs on wednesday powered by glittering gold stemma as gold futures soared on precious metal markets,True,0.9821646,0.6888074582865503
74,74,74,74,LABEL_4,5.513564226743783,like an ageing prizefighter atampt corp is destined to slug it out with vigorous rivals both big and small in the 75 billion long distance telephone arena with no lift in earnings performance in sight,LABEL_4,5.505018029548609,like an age gladiator atampt corporation is fate to punch it out with vigorous touch both bighearted and low in the 75 one million million long space phone domain with no nobble in earnings performance in sight,False,0.9787079,0.22895976528995746
75,75,75,75,LABEL_5,3.441057756001744,reliastar financial corp said monday it would acquire securityconnecticut corp in a stock exchange deal worth 488 million including debt,LABEL_5,3.371994396913799,reliastar financial corporation read monday it would win securityconnecticut corporation in a stock up replace deal worth 488 million including debt,False,0.98489624,0.37027304017004864
76,76,76,76,LABEL_1,1.399643047398678,chrysler corp will report record earnings for 1996 based on record worldwide sales of 297 million vehicles company chairman robert eaton said tuesday,LABEL_1,1.1583747954566423,chrysler corporation will report memorialise make for 1996 establish on memorialise worldwide sales of 297 million fomite caller chairman robert eaton enunciate tuesday,False,0.9647649,0.2592494576098376
77,77,77,77,LABEL_1,1.3642832960674656,british telecommunications will start talks with european regulators within the next week about its planned 20 billion merger with americas mci after the deal was overwhelmingly backed by investors on tuesday,LABEL_1,1.2395791152073528,british telecommunication will start lecture with european regulator inside the succeeding week about its plan 20 billion fusion with USA mci after the deal was overpoweringly plunk for by investor on tuesday,False,0.9533247,0.20750198923629268
